,Section,Total_Area,Total_volume,Average_Depth,Sd_depth,max_erosion,max_deposit,perUnitDeposit
0,deposition0,1498.0051190402698,-499.8823547363281,-0.33369868993759155,0.25284960865974426,-2.9217453002929688,1.1723861694335938,-0.33369869594076473
1,deposition1,1496.5876189297044,-142.8303680419922,-0.09543735533952713,0.2715958058834076,-1.2772750854492188,0.7853927612304688,-0.09543735778339418
2,deposition2,1371.1951089643776,147.97128295898438,0.10791411250829697,0.3701300323009491,-1.54083251953125,1.4982376098632812,0.10791409770323833
3,deposition3,1555.9426236452223,-27.309280395507812,-0.017551612108945847,0.4013640582561493,-1.6319427490234375,1.9416351318359375,-0.017551598613275553
4,deposition4,1485.9676180849847,-277.73931884765625,-0.1869080662727356,0.24031028151512146,-2.356353759765625,0.8282394409179688,-0.18690805604875027
5,deposition5,749.2500595409027,-55.36960983276367,-0.07390004396438599,0.39998859167099,-1.5351181030273438,1.0987548828125,-0.07390004061753559
